Title	Endonym	Status	Language	"Script (ISO
15924 code)"	"WP
code"	Language Code (if not Wikipedia Code)	Recovered language name	Articles	"Active
users"	Launch date	Launch Date	URL
English Wikipedia	English Wikipedia	Active	English	Latn	en		English	7,042,227	107,458	15 January 2001		en.wikipedia.org
Cebuano Wikipedia	Wikipedya sa Sinugboanon	Active	Cebuano	Latn	ceb		Cebuano	6,116,183	154	22 June 2005		ceb.wikipedia.org
German Wikipedia	Deutschsprachige Wikipedia	Active	German	Latn	de		German	3,042,824	38,598	16 March 2001		de.wikipedia.org
French Wikipedia	Wikipédia en français	Active	French	Latn	fr		French	2,703,458	38,502	23 March 2001		fr.wikipedia.org
Swedish Wikipedia	Svenskspråkiga Wikipedia	Active	Swedish	Latn	sv		Swedish	2,614,956	1,751	23 May 2001		sv.wikipedia.org
Dutch Wikipedia	Nederlandstalige Wikipedia	Active	Dutch	Latn	nl		Dutch	2,194,905	8,164	19 June 2001		nl.wikipedia.org
Russian Wikipedia	"Русская Википедия
(Russkaya Vikipediya)"	Active	Russian	Cyrl	ru		Russian	2,059,836	7,687	20 May 2001		ru.wikipedia.org
Spanish Wikipedia	Wikipedia en español	Active	Spanish	Latn	es		Spanish	2,055,650	11,768	20 May 2001		es.wikipedia.org
Italian Wikipedia	Wikipedia in italiano	Active	Italian	Latn	it		Italian	1,931,317	6,642	11 May 2001		it.wikipedia.org
Polish Wikipedia	Polskojęzyczna Wikipedia	Active	Polish	Latn	pl		Polish	1,666,418	10,848	26 June 2001		pl.wikipedia.org
Egyptian Arabic Wikipedia	"ويكيپيديا مصرى
(Wīkībīdiyā maṣri)"	Active	Egyptian Arabic	Arab	arz		Egyptian Arabic	1,628,630	199	24 November 2008		arz.wikipedia.org
Chinese Wikipedia	"Traditional Chinese: 中文維基百科,
simplified Chinese: 中文维基百科
(pinyin: Zhōngwén wéijī bǎikē)"	Active	"Chinese (written
vernacular Chinese)"	Hans/Hant	zh		Chinese	1,495,415	17,522	24 October 2002		zh.wikipedia.org
Japanese Wikipedia	"ウィキペディア日本語版
(Wikipedia nihongo-ban)"	Active	Japanese	Jpan	ja		Japanese	1,470,256	28,667	20 May 2001		ja.wikipedia.org
Ukrainian Wikipedia	"Українська Вікіпедія
(Ukrainska Vikipediia)"	Active	Ukrainian	Cyrl	uk		Ukrainian	1,388,371	6,586	30 January 2004		uk.wikipedia.org
Vietnamese Wikipedia	Wikipedia tiếng Việt	Active	Vietnamese	Latn	vi		Vietnamese	1,295,883	3,047	November 2002 (unknown day)		vi.wikipedia.org
Arabic Wikipedia	"ويكيبيديا العربية
(Wīkībīdiyā al-ʿarabiyya)"	Active	Arabic	Arab	ar		Arabic	1,276,505	7,628	8 July 2003		ar.wikipedia.org
Waray Wikipedia	Waray Wikipedia	Active	Waray	Latn	war		Waray (Philippines)	1,266,757	62	25 September 2005		war.wikipedia.org
Portuguese Wikipedia	Wikipédia em português	Active	Portuguese	Latn	pt		Portuguese	1,152,946	7,782	11 May 2001		pt.wikipedia.org
Persian Wikipedia	"ویکی‌پدیای فارسی
(Vikipediā-ye Fārsi)"	Active	Persian	Arab	fa		Persian	1,050,564	11,164	19 December 2003		fa.wikipedia.org
Catalan Wikipedia	Viquipèdia en català	Active	Catalan	Latn	ca		Catalan	779,627	938	16 March 2001		ca.wikipedia.org
Indonesian Wikipedia	Wikipedia bahasa Indonesia	Active	Indonesian	Latn	id		Indonesian	739,436	6,843	30 March 2003		id.wikipedia.org
Korean Wikipedia	"한국어 위키백과
(Hangugeo wikibaekgwa)"	Active	Korean	Hang	ko		Korean	719,092	7,729	11 October 2002		ko.wikipedia.org
Serbian Wikipedia	"Википедија на српском језику
(Vikipedija na srpskom jeziku)"	Active	Serbian	Cyrl/Latn	sr		Serbian	709,848	2,155	16 February 2003		sr.wikipedia.org
Norwegian Wikipedia (Bokmål)	Norsk Wikipedia	Active	Norwegian (Bokmål)	Latn	no		Norwegian	654,743	2,105	26 November 2001		no.wikipedia.org
Turkish Wikipedia	Türkçe Vikipedi	Active	Turkish	Latn	tr		Turkish	644,636	5,459	5 December 2002		tr.wikipedia.org
Chechen Wikipedia	"Нохчийн Википеди
(Noxçiyn Wikipedi)"	Active	Chechen	Cyrl	ce		Chechen	602,280	60	28 February 2005		ce.wikipedia.org
Finnish Wikipedia	Suomenkielinen Wikipedia	Active	Finnish	Latn	fi		Finnish	600,648	1,358	21 February 2002		fi.wikipedia.org
Czech Wikipedia	Česká Wikipedie	Active	Czech	Latn	cs		Czech	575,239	4,577	3 May 2002		cs.wikipedia.org
Hungarian Wikipedia	Magyar Wikipédia	Active	Hungarian	Latn	hu		Hungarian	560,053	1,273	8 July 2003		hu.wikipedia.org
Romanian Wikipedia	Wikipedia în limba română	Active	Romanian	Latn	ro		Romanian	516,035	2,090	12 July 2003		ro.wikipedia.org
Tatar Wikipedia	"Татар Википедиясе
(Tatar Wikipediäse)"	Active	Tatar	Cyrl	tt		Tatar	503,010	72	15 September 2003		tt.wikipedia.org
Basque Wikipedia	Euskarazko Wikipedia	Active	Basque	Latn	eu		Basque	470,195	284	6 December 2001		eu.wikipedia.org
Serbo-Croatian Wikipedia	"Srpskohrvatska Wikipedija
(Српскохрватска Википедија)"	Active	Serbo-Croatian	Latn/Cyrl	sh		Serbo-Croatian	461,003	385	"16 January 2002 –
20 February 2005 (original)
23 June 2005 (relaunch)"		sh.wikipedia.org
Southern Min Wikipedia	"Pe̍h-ōe-jī: Holopedia or
Wikipedia Bân-lâm-gú"	Active	Southern Min	Latn	zh-min-nan	nan	Min Nan Chinese	433,764	77	28 May 2004		zh-min-nan.wikipedia.org
Malay Wikipedia	"Wikipedia Bahasa Melayu
(ويکيڤيديا بهاس ملايو)"	Active	Malay	Latn	ms	zsm	Malay (macrolanguage)	431,820	626	26 October 2002		ms.wikipedia.org
Hebrew Wikipedia	"ויקיפדיה העברית
(Vikipedya ha-ivrit)"	Active	Hebrew	Hebr	he		Hebrew	381,169	8,337	8 July 2003		he.wikipedia.org
Esperanto Wikipedia	Vikipedio en Esperanto	Active	Esperanto	Latn	eo		Esperanto	374,107	305	6 November 2001		eo.wikipedia.org
Armenian Wikipedia	"Հայերեն Վիքիպեդիա
(Hayeren Vikʿipedia)"	Active	Armenian	Armn	hy		Armenian	321,982	406	July 2004 (unknown day)		hy.wikipedia.org
Danish Wikipedia	Dansk Wikipedia	Active	Danish	Latn	da		Danish	310,215	1,718	1 February 2002		da.wikipedia.org
Bulgarian Wikipedia	"Българоезична Уикипедия
(Bǎlgaroezična Uikipediya)"	Active	Bulgarian	Cyrl	bg		Bulgarian	305,410	589	6 December 2003		bg.wikipedia.org
Uzbek Wikipedia	"Oʻzbekcha Vikipediya
(Ўзбекча Википедия)"	Active	Uzbek	Latn/Cyrl	uz		Uzbek	297,361	320	21 December 2003		uz.wikipedia.org
Welsh Wikipedia	Wicipedia Cymraeg	Active	Welsh	Latn	cy		Welsh	282,360	127	July 2003 (unknown day)		cy.wikipedia.org
Simple English Wikipedia	Simple English Wikipedia	Active	Simple English	Latn	simple	mis	Uncoded languages	272,321	1,336	18 September 2001		simple.wikipedia.org
Greek Wikipedia	"Ελληνική Βικιπαίδεια
(Ellinikí Vikipaídeia)"	Active	Greek	Grek	el		Modern Greek (1453-)	257,190	836	1 December 2002		el.wikipedia.org
Belarusian Wikipedia	"Беларуская Вікіпедыя
(Bielaruskaja Vikipiedyja)"	Active	"Belarusian (official
Narkamaŭka orthography)"	Cyrl	be		Belarusian	255,412	252	"12 August 2004 (original)
27 March 2007 (clean version)"		be.wikipedia.org
Slovak Wikipedia	Slovenská Wikipedia	Active	Slovak	Latn	sk		Slovak	255,222	437	August 2003 (unknown day)		sk.wikipedia.org
Estonian Wikipedia	Eestikeelne Vikipeedia	Active	Estonian	Latn	et		Estonian	254,311	425	24 August 2002		et.wikipedia.org
South Azerbaijani Wikipedia	"تورکجه ویکی‌پدیا
(Azərbaycanca Vikipediya)"	Active	South Azerbaijani	Arab	azb		South Azerbaijani	244,240	94	22 July 2015		azb.wikipedia.org
Kazakh Wikipedia	"Қазақша Уикипедия
(Qazaqşa Wïkïpedïya)
(قازاقشا ۋىيكىيپەدىييا)"	Active	Kazakh	Cyrl	kk		Kazakh	239,947	213	3 June 2002		kk.wikipedia.org
Urdu Wikipedia	"اردو ویکیپیڈیا
(Urdū vikipīḍiyā)"	Active	Urdu	Arab	ur		Urdu	231,134	238	24 January 2004		ur.wikipedia.org
Minangkabau Wikipedia	Wikipedia Minangkabau	Active	Minangkabau	Latn	min		Minangkabau	228,487	47	7 February 2013		min.wikipedia.org
Croatian Wikipedia	Hrvatska Wikipedija	Active	Croatian	Latn	hr		Croatian	227,168	424	16 February 2003		hr.wikipedia.org
Galician Wikipedia	Galipedia or Wikipedia en galego	Active	Galician	Latn	gl		Galician	226,017	251	8 March 2003		gl.wikipedia.org
Lithuanian Wikipedia	Lietuviškoji Vikipedija	Active	Lithuanian	Latn	lt		Lithuanian	223,373	301	20 February 2003		lt.wikipedia.org
Azerbaijani Wikipedia	Azərbaycanca Vikipediya	Active	Azerbaijani	Latn	az		Azerbaijani	206,861	902	January 2004 (unknown day)		az.wikipedia.org
Slovene Wikipedia	Slovenska Wikipedija	Active	Slovene	Latn	sl		Slovenian	194,554	287	26 February 2002		sl.wikipedia.org
Georgian Wikipedia	"ქართული ვიკიპედია
(Kartuli vik’ip’edia)"	Active	Georgian	Geor	ka		Georgian	184,593	249	November 2003 (unknown day)		ka.wikipedia.org
Ladin Wikipedia	Wikipedia per ladin	Active	Ladin	Latn	lld		Ladin	180,801	38	17 August 2020		lld.wikipedia.org
Tamil Wikipedia	"தமிழ் விக்கிபீடியா
(Tamiḻ vikkippīṭiyā)"	Active	Tamil	Taml	ta		Tamil	175,915	249	September 2003 (unknown day)		ta.wikipedia.org
Thai Wikipedia	"วิกิพีเดียภาษาไทย
(Wi-ki-phi-dia pha-sa thai)"	Active	Thai	Thai	th		Thai	175,705	1,268	December 2003 (unknown day)		th.wikipedia.org
Norwegian Wikipedia (Nynorsk)	Norsk (Nynorsk) Wikipedia	Active	Norwegian (Nynorsk)	Latn	nn		Norwegian Nynorsk	175,243	133	31 July 2004		nn.wikipedia.org
Bengali Wikipedia	"বাংলা উইকিপিডিয়া
(Bangla uikipiḍiẏa)"	Active	Bengali	Beng	bn		Bengali	174,781	1,008	27 January 2004		bn.wikipedia.org
Hindi Wikipedia	"हिन्दी विकिपीडिया
(Hindī vikipīḍiyā)"	Active	Hindi	Deva	hi		Hindi	166,191	1,666	11 July 2003		hi.wikipedia.org
Macedonian Wikipedia	"Македонска Википедија
(Makedonska Vikipedija)"	Active	Macedonian	Cyrl	mk		Macedonian	154,434	185	September 2003 (unknown day)		mk.wikipedia.org
Cantonese Wikipedia	"Traditional Chinese: 粵文維基百科
(Jyutping: jyut6 man4 wai4
gei1 baak3 fo1)"	Active	Cantonese	Hant	zh-yue	yue	Yue Chinese	145,574	1,027	25 March 2006		zh-yue.wikipedia.org
Latin Wikipedia	Vicipaedia Latina	Active	Latin	Latn	la		Latin	140,425	135	May 2002 (unknown day)		la.wikipedia.org
Asturian Wikipedia	Wikipedia n'asturianu	Active	Asturian	Latn	ast		Asturian	137,556	121	20 July 2004		ast.wikipedia.org
Latvian Wikipedia	Vikipēdija latviešu valodā	Active	Latvian	Latn	lv		Latvian	137,067	289	3 March 2003		lv.wikipedia.org
Afrikaans Wikipedia	Afrikaanse Wikipedia	Active	Afrikaans	Latn	af		Afrikaans	126,060	179	16 November 2001		af.wikipedia.org
Tajik Wikipedia	"Википедияи Тоҷикӣ
(Vikipedijai Toçikī)"	Active	Tajik	Cyrl/Latn	tg		Tajik	115,767	74	27 January 2004		tg.wikipedia.org
Telugu Wikipedia	"తెలుగు వికీపీడియా
(Telugu vikīpīḍiyā)"	Active	Telugu	Telu	te		Telugu	115,123	185	10 December 2003		te.wikipedia.org
Burmese Wikipedia	"မြန်မာဝီကီပီးဒီးယား
(Mranma wikipi:di:ya:)"	Active	Burmese	Mymr	my		Burmese	109,496	141	July 2004 (unknown day)		my.wikipedia.org
Albanian Wikipedia	Wikipedia shqip	Active	Albanian	Latn	sq		Albanian	103,870	234	12 October 2003		sq.wikipedia.org
Swahili Wikipedia	Wikipedia ya Kiswahili	Active	Swahili	Latn	sw		Swahili (macrolanguage)	100,832	541	8 March 2003		sw.wikipedia.org
Malagasy Wikipedia	Wikipedia amin'ny teny malagasy	Active	Malagasy	Latn	mg		Malagasy	100,776	57	April 2004 (unknown day)		mg.wikipedia.org
Marathi Wikipedia	"मराठी विकिपीडिया
(Marāṭhī vikipīḍiyā)"	Active	Marathi	Deva	mr		Marathi	100,229	146	1 May 2003		mr.wikipedia.org
Bosnian Wikipedia	Wikipedia na bosanskom jeziku	Active	Bosnian	Latn	bs		Bosnian	95,640	162	12 December 2002		bs.wikipedia.org
Kurdish Wikipedia	"Wîkîpediya kurdî
(ویکیپەدیا کوردی)"	Active	Kurdish (Kurmanji)	Latn/Arab	ku		Kurdish	90,538	82	4 January 2004		ku.wikipedia.org
Occitan Wikipedia	Wikipèdia en occitan	Active	Occitan	Latn	oc		Occitan (post 1500)	90,008	77	20 October 2003		oc.wikipedia.org
Belarusian Wikipedia (Classical)	"Беларуская Вікіпэдыя
(Bielaruskaja Vikipiedyja)"	Active	"Belarusian
(Taraškievica orthography)"	Cyrl	be-tarask	be-tarask		89,532	113	27 March 2007		be-tarask.wikipedia.org
Breton Wikipedia	Wikipedia e brezhoneg	Active	Breton	Latn	br		Breton	89,082	82	June 2004 (unknown day)		br.wikipedia.org
Malayalam Wikipedia	"മലയാളം വിക്കിപീഡിയ
(Malayāḷaṃ vikkipīḍiya)"	Active	Malayalam	Mlym	ml		Malayalam	87,167	216	21 December 2002		ml.wikipedia.org
Low German Wikipedia	Plattdüütsche Wikipedia	Active	Low German	Latn	nds		Low German	85,688	45	April 2006 (unknown day)		nds.wikipedia.org
Lombard Wikipedia	Wikipedia in lombard	Active	Lombard	Latn	lmo		Lombard	78,615	50	October 2005 (unknown day)		lmo.wikipedia.org
Sorani Kurdish Wikipedia	"ویکیپیدیای کوردیی سۆرانی
(Wîkîpîdiyay Kurdî Soranî)"	Active	Kurdish (Sorani)	Arab	ckb		Central Kurdish	78,033	129	13 August 2009		ckb.wikipedia.org
Kyrgyz Wikipedia	"Кыргыз Википедиясы
(Kyrgyz Wikipediyasy)"	Active	Kyrgyz	Cyrl	ky		Kirghiz	76,034	81	3 June 2002		ky.wikipedia.org
Javanese Wikipedia	"Wikipedia basa Jawa
(ꦮꦶꦏꦶꦥꦺꦝꦶꦪꦃꦧꦱꦗꦮ)"	Active	Javanese	Latn/Java	jv		Javanese	74,621	118	8 March 2004		jv.wikipedia.org
Western Punjabi Wikipedia	"پنجابی وکیپیڈیا
(Pañjābī vikīpīḍīā)"	Active	Western Punjabi	Arab	pnb		Western Panjabi	74,348	67	24 October 2008		pnb.wikipedia.org
Newar Wikipedia	"𑐣𑐾𑐥𑐵𑐮𑐨𑐵𑐲𑐵 𑐰𑐶𑐎𑐶𑐥𑐶𑐡𑐶𑐫𑐵
(Nepālabhāshā vikipiḍiyā)"	Active	Newar	Deva/Newa	new		Newari	72,580	23	4 June 2006		new.wikipedia.org
Haitian Creole Wikipedia	Wikipedya kreyòl ayisyen	Active	Haitian Creole	Latn	ht		Haitian	71,054	46	August 2005 (unknown day)		ht.wikipedia.org
Piedmontese Wikipedia	Wikipedia an piemontèisa	Active	Piedmontese	Latn	pms		Piemontese	70,492	32	27 March 2006		pms.wikipedia.org
Venetian Wikipedia	Wikipedia en łéngoa vèneta	Active	Venetian	Latn	vec		Venetian	69,444	36	Unknown date		vec.wikipedia.org
Hausa Wikipedia	Wikipedia Hausa	Active	Hausa	Latn	ha		Hausa	68,704	201	Unknown date		ha.wikipedia.org
Luxembourgish Wikipedia	Wikipedia op Lëtzebuergesch	Active	Luxembourgish	Latn	lb		Luxembourgish	65,585	97	21 July 2004		lb.wikipedia.org
Mazanderani Wikipedia	"مازرونی ویکی‌پدیا
(Mazandarani vikipedi)"	Active	Mazanderani	Arab	mzn		Mazanderani	64,135	42	30 September 2006		mzn.wikipedia.org
Bashkir Wikipedia	"Башҡорт Википедияһы
(Başķort Vikipediya)"	Active	Bashkir	Cyrl	ba		Bashkir	63,889	71	16 April 2005		ba.wikipedia.org
Irish Wikipedia	Vicipéid na Gaeilge	Active	Irish	Latn	ga		Irish	62,194	81	October 2003 (unknown day)		ga.wikipedia.org
Sundanese Wikipedia	Wikipédia basa Sunda	Active	Sundanese	Latn	su		Sundanese	62,056	54	15 March 2004		su.wikipedia.org
Icelandic Wikipedia	Íslenska Wikipedia	Active	Icelandic	Latn	is		Icelandic	60,442	163	5 December 2003		is.wikipedia.org
Silesian Wikipedia	Ślůnsko Wikipedyjo	Active	Silesian	Latn	szl		Silesian	59,100	43	26 May 2008		szl.wikipedia.org
Punjabi Wikipedia	"ਪੰਜਾਬੀ ਵਿਕੀਪੀਡੀਆ
(Pañjābī vikīpīḍīā)"	Active	Punjabi	Guru	pa		Panjabi	58,944	99	3 June 2002		pa.wikipedia.org
Chuvash Wikipedia	"Чăваш Википедийĕ
(Russian-based: Căvaš Vikipedijĕ,
Turkish-based: Çovaş Vikipyediyö)"	Active	Chuvash	Cyrl	cv		Chuvash	57,851	44	22 November 2004		cv.wikipedia.org
West Frisian Wikipedia	Frysktalige Wikipedy	Active	West Frisian	Latn	fy		Western Frisian	57,667	73	2 September 2002		fy.wikipedia.org
Ido Wikipedia	Wikipedio en Ido	Active	Ido	Latn	io		Ido	57,287	63	2004 (unknown date)		io.wikipedia.org
Aragonese Wikipedia	Biquipedia en aragonés	Active	Aragonese	Latn	an		Aragonese	49,746	67	21 July 2004		an.wikipedia.org
Tagalog Wikipedia	Wikipediang Tagalog	Active	Tagalog	Latn	tl		Tagalog	48,787	163	1 December 2003		tl.wikipedia.org
Gilaki Wikipedia	"گیلکی ویکیپدیاٰ
(Gilɵki vikipɵdiya)"	Active	Gilaki	Arab	glk		Gilaki	48,159	16	2006 (unknown date)		glk.wikipedia.org
Wu Wikipedia	"Traditional Chinese: 吳語維基百科,
simplified Chinese: 吴语维基百科
(Romanized: Wu-nyu Vi-ci-pah-khu)"	Active	Wu Chinese	Hans/Hant	wuu		Wu Chinese	46,252	67	1 October 2006		wuu.wikipedia.org
Volapük Wikipedia	Vükiped Volapükik	Active	Volapük	Latn	vo		Volapük	44,252	34	27 January 2004		vo.wikipedia.org
Igbo Wikipedia	Wikipedia Igbo	Active	Igbo	Latn	ig		Igbo	43,297	118	Unknown date		ig.wikipedia.org
Zazaki Wikipedia	Wikipediyay Zazaki	Active	Zaza	Latn	diq		Dimli (individual language)	42,324	36	30 September 2006		diq.wikipedia.org
Yoruba Wikipedia	Wikipéédíà Yorùbá	Active	Yoruba	Latn	yo		Yoruba	35,633	58	2008 (unknown date)		yo.wikipedia.org
Scots Wikipedia	Scots Wikipædia	Active	Scots	Latn	sco		Scots	34,339	88	23 June 2005		sco.wikipedia.org
Kannada Wikipedia	"ಕನ್ನಡ ವಿಕಿಪೀಡಿಯ
(Kannaḍa vikipīḍiya)"	Active	Kannada	Knda	kn		Kannada	33,917	134	June 2003 (unknown day)		kn.wikipedia.org
Balinese Wikipedia	"Wikipédia Basa Bali
(ᬯᬶᬓᬶᬧᬾᬤᬶᬬ ᬩᬲᬩᬮᬶ)"	Active	Balinese	Latn	ban		Balinese	32,099	66	14 October 2019		ban.wikipedia.org
Alemannic Wikipedia	Alemannische Wikipedia	Active	Alemannic German	Latn	als		Tosk Albanian	31,255	68	13 November 2003		als.wikipedia.org
Gujarati Wikipedia	"ગુજરાતી વિકિપીડિયા
(Gujrātī vikipīḍiyā)"	Active	Gujarati	Gujr	gu		Gujarati	30,642	58	July 2004 (unknown day)		gu.wikipedia.org
Interlingua Wikipedia	Wikipedia in interlingua	Active	Interlingua	Latn	ia		Interlingua (International Auxiliary Language Association)	30,066	46	29 April 2002		ia.wikipedia.org
Kotava Wikipedia	Wikipedia men Kotava	Active	Kotava	Latn	avk		Kotava	29,895	16	29 December 2020		avk.wikipedia.org
Nepali Wikipedia	"नेपाली विकिपिडिया
(Nepālī vikipiḍiyā)"	Active	Nepali	Deva	ne		Nepali (macrolanguage)	29,686	128	3 June 2002		ne.wikipedia.org
Crimean Tatar Wikipedia	Qırımtatarca Vikipediya	Active	Crimean Tatar	Latn	crh		Crimean Tatar	29,586	32	12 January 2008		crh.wikipedia.org
Bavarian Wikipedia	Boarische Wikipedia	Active	Bavarian	Latn	bar		Bavarian	27,198	82	2 May 2006		bar.wikipedia.org
Sicilian Wikipedia	Wikipedia ’n sicilianu	Active	Sicilian	Latn	scn		Sicilian	26,249	40	5 October 2004		scn.wikipedia.org
Mongolian Wikipedia	"Монгол Википедиа
(Mongol Vikipyedia)"	Active	Mongolian	Cyrl	mn		Mongolian	26,058	133	28 February 2004		mn.wikipedia.org
Bishnupriya Manipuri Wikipedia	"বিষ্ণুপ্রিয়া মণিপুরী উইকিপিডিয়া
(Bişnupriya mônipuri u'ikipiḍiẏā)"	Active	Bishnupriya Manipuri	Beng	bpy		Bishnupriya	25,092	22	30 September 2006		bpy.wikipedia.org
Saraiki Wikipedia	"سرائیکی ویٖکیٖپیڈیا
(Sarā'īkī vikipīḍiyā)"	Active	Saraiki	Arab	skr		Saraiki	24,231	22	22 November 2020		skr.wikipedia.org
Quechua Wikipedia	Qhichwa Wikipidiya	Active	Quechua (Southern Quechua)	Latn	qu		Quechua	24,175	48	January 2003 (unknown day)		qu.wikipedia.org
Sinhala Wikipedia	"සිංහල විකිපීඩියා
(Siṁhala wikipīḍiyā)"	Active	Sinhala	Sinh	si		Sinhala	24,028	86	Unknown date		si.wikipedia.org
Navajo Wikipedia	Wikiibíídiiya Dinék'ehjí	Active	Navajo	Latn	nv		Navajo	22,662	22	Unknown date		nv.wikipedia.org
Mingrelian Wikipedia	"მარგალური ვიკიპედია
(Margaluri vik’ip’edia)"	Active	Mingrelian	Geor	xmf		Mingrelian	21,873	32	12 June 2011		xmf.wikipedia.org
Ossetian Wikipedia	"Ирон Википеди
(Iron Vikipedi)"	Active	Ossetian	Cyrl	os		Ossetian	21,175	28	28 February 2005		os.wikipedia.org
Central Bikol Wikipedia	Wikipedyang Bikol Sentral	Active	Central Bikol	Latn	bcl		Central Bikol	20,748	120	24 November 2007		bcl.wikipedia.org
Pashto Wikipedia	"پښتو ويکيپېډيا
(Pax̌tó wīkīpeḍyā)"	Active	Pashto	Arab	ps		Pushto	20,576	57	2003 (unknown date)		ps.wikipedia.org
North Frisian Wikipedia	Nordfriisk Wikipedia	Active	North Frisian	Latn	frr		Northern Frisian	20,431	31	19 August 2010		frr.wikipedia.org
Odia Wikipedia	"ଓଡ଼ିଆ ଉଇକିପିଡ଼ିଆ
(Oṛiā uikipiṛiā)"	Active	Odia	Orya	or		Oriya (macrolanguage)	19,725	59	June 2002 (unknown day)		or.wikipedia.org
Sindhi Wikipedia	"سنڌي وڪيپيڊيا
(Sindhi wikipidia)"	Active	Sindhi	Arab	sd		Sindhi	19,297	48	6 February 2006		sd.wikipedia.org
Assamese Wikipedia	"অসমীয়া ৱিকিপিডিয়া
(Ôxômiya wikipidiya)"	Active	Assamese	Beng	as		Assamese	19,267	103	2 June 2002		as.wikipedia.org
Tumbuka Wikipedia	Wikipedia Chitumbuka	Active	Tumbuka	Latn	tum		Tumbuka	18,802	32	Unknown date		tum.wikipedia.org
Yakut Wikipedia	"Сахалыы Бикипиэдьийэ
(Sahalyy Bikipieçje)"	Active	Yakut	Cyrl	sah		Yakut	17,673	38	26 May 2008		sah.wikipedia.org
Samogitian Wikipedia	Žemaitėška Vikipedėjė	Active	Samogitian	Latn	bat-smg	sgs	Samogitian	17,273	31	25 March 2006		bat-smg.wikipedia.org
Eastern Min Wikipedia	"Bàng-uâ-cê: Bànguâpedia
or Mìng-dĕ̤ng-ngṳ̄ Wikipedia"	Active	Eastern Min	Latn	cdo		Min Dong Chinese	16,663	27	30 September 2006		cdo.wikipedia.org
Scottish Gaelic Wikipedia	Uicipeid na Gàidhlig	Active	Scottish Gaelic	Latn	gd		Scottish Gaelic	15,997	31	September 2003 (unknown day)		gd.wikipedia.org
Buginese Wikipedia	"ᨓᨗᨀᨗᨄᨙᨉᨗᨕ ᨅᨔ ᨕᨘᨁᨗ
(Wikipedia basa Ugi)"	Active	Buginese	Bugi	bug		Buginese	15,953	14	Unknown date		bug.wikipedia.org
Yiddish Wikipedia	"יידישע וויקיפעדיע
(Yidishe vikipedye)"	Active	Yiddish	Hebr	yi		Yiddish	15,580	52	4 March 2004		yi.wikipedia.org
Amharic Wikipedia	"አማርኛ ዊኪፔዲያ
(Amarəñña wikipediya)"	Active	Amharic	Ethi	am		Amharic	15,442	44	December 2002 (unknown day)		am.wikipedia.org
Ilocano Wikipedia	Wikipedia nga Ilokano	Active	Ilocano	Latn	ilo		Iloko	15,425	34	2005 (unknown date)		ilo.wikipedia.org
Limburgish Wikipedia	Limburgse Wikipedia	Active	Limburgish	Latn	li		Limburgan	15,116	38	August 2004 (unknown day)		li.wikipedia.org
Neapolitan Wikipedia	Wikipedia napulitana	Active	Neapolitan	Latn	nap		Neapolitan	14,934	37	21 December 2006		nap.wikipedia.org
Gorontalo Wikipedia	Wikipedia bahasa Hulontalo	Active	Gorontalo	Latn	gor		Gorontalo	14,831	26	18 April 2018		gor.wikipedia.org
Maithili Wikipedia	"मैथिली विकिपिडिया
(Maithilī vikipiḍiyā)"	Active	Maithili	Deva	mai		Maithili	14,221	30	6 November 2014		mai.wikipedia.org
Faroese Wikipedia	Føroysk Wikipedia	Active	Faroese	Latn	fo		Faroese	14,166	45	30 May 2004		fo.wikipedia.org
Upper Sorbian Wikipedia	Hornjoserbska wikipedija	Active	Upper Sorbian	Latn	hsb		Upper Sorbian	14,091	30	2 October 2006		hsb.wikipedia.org
Shan Wikipedia	"ဝီႇၶီႇၽီးတီးယႃးတႆး
(Wiː-kʰiː-pʰiː-tiː-jaɑː- táy)"	Active	Shan	Mymr	shn		Shan	14,010	21	14 November 2018		shn.wikipedia.org
Banyumasan Wikipedia	Wikipédia basa Banyumasan	Active	Banyumasan	Latn	map-bms	bany1247		13,929	18	2005 (unknown date)		map-bms.wikipedia.org
Classical Chinese Wikipedia	"文言維基大典
(Wéijī dàdiǎn wényán)"	Active	Classical Chinese	Hant	zh-classical	lzh	Literary Chinese	13,711	57	31 July 2006		zh-classical.wikipedia.org
Santali Wikipedia	"ᱥᱟᱱᱛᱟᱲᱤ ᱣᱤᱠᱤᱯᱤᱰᱤᱭᱟ
(Santaṛi wikipiḍiya)"	Active	Santali	Olck	sat		Santali	13,578	40	2 August 2018		sat.wikipedia.org
Emilian–Romagnol Wikipedia	Emiliàn e rumagnòl Vichipedèia	Active	Emilian–Romagnol	Latn	eml			13,481	32	30 September 2006		eml.wikipedia.org
Interlingue Wikipedia	Wikipedia in Interlingue	Active	Interlingue	Latn	ie		Interlingue	13,271	35	Unknown date		ie.wikipedia.org
Dagbani Wikipedia	Wikipidia Dagbani	Active	Dagbani	Latn	dag		Dagbani	13,173	46	30 June 2021		dag.wikipedia.org
Acehnese Wikipedia	Wikipèdia bahsa Acèh	Active	Acehnese	Latn	ace		Achinese	12,986	29	12 August 2009		ace.wikipedia.org
Western Armenian Wikipedia	"Արեւմտահայերէն Ուիքիփետիա
(Arevmdahayerēn Uikʿipʿetia)"	Active	Western Armenian	Armn	hyw		Western Armenian	12,723	34	1 April 2019		hyw.wikipedia.org
Walloon Wikipedia	Wikipedia e walon	Active	Walloon	Latn	wa		Walloon	12,701	24	20 July 2003		wa.wikipedia.org
