From https://documentation.abes.fr/guide/html/formats/CodesLanguesISO639-3.htm		
Code	Nom en français	Display Name French
boz	tiéyaxo bozo	Tiéyaxo Bozo
bpa	daakaka	Daakaka
bpc	mbuk	Mbuk
bpd	banda-banda	Banda-Banda
bpe	bauni	Bauni
bpg	bonggo	Bonggo
bph	botlikh	Botlikh
bpi	bagupi	Bagupi
bpj	binji	Binji
bpk	ôrôè	Ôrôè
bpl	broome pearling lugger pidgin	Broome Pearling Lugger Pidgin
bpm	biyom	Biyom
bpn	dzao min	Dzao Min
bpo	anasi	Anasi
bpp	kaure	Kaure
bpq	banda malay	Banda Malay
bpr	koronadal blaan	Koronadal Blaan
bps	sarangani blaan	Sarangani Blaan
bpt	barrow point	Barrow Point
bpu	bongu	Bongu
bpv	bian marind	Bian Marind
bpw	bo (papua new guinea)	Bo (Papua New Guinea)
bpx	palya bareli	Palya Bareli
bpy	bishnupriya	Bishnupriya
bpz	bilba	Bilba
bqa	tchumbuli	Tchumbuli
bqb	bagusa	Bagusa
bqc	boko (benin)	Boko (Benin)
bqd	bung	Bung
bqf	baga kaloum	Baga Kaloum
bqg	bago-kusuntu	Bago-Kusuntu
bqh	baima	Baima
bqi	bakhtiari	Bakhtiari
bqj	bandial	Bandial
bqk	banda-mbrčs	Banda-Mbrčs
bql	bilakura	Bilakura
bqm	wumboko	Wumboko
bqn	bulgarian sign language	Bulgarian Sign Language
bqo	balo	Balo
bqp	busa	Busa
bqq	biritai	Biritai
bqr	burusu	Burusu
bqs	bosngun	Bosngun
bqt	bamukumbit	Bamukumbit
bqu	boguru	Boguru
bqv	koro wachi	Koro Wachi
bqw	buru (nigeria)	Buru (Nigeria)
bqx	baangi	Baangi
bqy	bengkala sign language	Bengkala Sign Language
bqz	bakaka	Bakaka
bra	braj	Braj
brb	brao	Brao
brc	berbice creole dutch	Berbice Creole Dutch
brd	baraamu	Baraamu
bre	breton	Breton
brf	bira	Bira
brg	baure	Baure
brh	brahui	Brahui
bri	mokpwe	Mokpwe
brj	bieria	Bieria
brk	birked	Birked
brl	birwa	Birwa
brm	barambu	Barambu
brn	boruca	Boruca
bro	brokkat	Brokkat
brp	barapasi	Barapasi
brq	breri	Breri
brr	birao	Birao
brs	baras	Baras
brt	bitare	Bitare
bru	eastern bru	Eastern Bru
brv	western bru	Western Bru
brw	bellari	Bellari
brx	bodo (india)	Bodo (India)
bry	burui	Burui
brz	bilbil	Bilbil
bsa	abinomn	Abinomn
bsb	brunei bisaya	Brunei Bisaya
bsc	bassari	Bassari
bse	wushi	Wushi
bsf	bauchi	Bauchi
bsg	bashkardi	Bashkardi
bsh	kati	Kati
bsi	bassossi	Bassossi
bsj	bangwinji	Bangwinji
bsk	burushaski	Burushaski
bsl	basa-gumna	Basa-Gumna
bsm	busami	Busami
bsn	barasana-eduria	Barasana-Eduria
bso	buso	Buso
bsp	baga sitemu	Baga Sitemu
bsq	bassa	Bassa
bsr	bassa-kontagora	Bassa-Kontagora
bss	akoose	Akoose
bst	basketo	Basketo
bsu	bahonsuai	Bahonsuai
bsv	baga sobané	Baga Sobané
bsw	baiso	Baiso
bsx	yangkam	Yangkam
bsy	sabah bisaya	Sabah Bisaya
bta	bata	Bata
btc	bati (cameroon)	Bati (Cameroon)
btd	batak dairi	Batak Dairi
bte	gamo-ningi	Gamo-Ningi
btf	birgit	Birgit
btg	gagnoa bété	Gagnoa Bété
bth	biatah bidayuh	Biatah Bidayuh
bti	burate	Burate
btj	bacanese malay	Bacanese Malay
btk	batak, langues	Batak, Langues
btm	batak mandailing	Batak Mandailing
btn	ratagnon	Ratagnon
bto	rinconada bikol	Rinconada Bikol
btp	budibud	Budibud
btq	batek	Batek
btr	baetora	Baetora
bts	batak simalungun	Batak Simalungun
btt	bete-bendi	Bete-Bendi
btu	batu	Batu
btv	bateri	Bateri
btw	butuanon	Butuanon
btx	batak karo	Batak Karo
bty	bobot	Bobot
btz	batak alas-kluet	Batak Alas-Kluet
bua	bouriate	Bouriate
bub	bua	Bua
buc	shibushi	Shibushi
bud	ntcham	Ntcham
bue	beothuk	Beothuk
buf	bushoong	Bushoong
bug	bugi	Bugi
buh	younuo bunu	Younuo Bunu
bui	bongili	Bongili
buj	basa-gurmana	Basa-Gurmana
buk	bugawac	Bugawac
bul	bulgare	Bulgare
bum	bulu (cameroon)	Bulu (Cameroon)
bun	sherbro	Sherbro
buo	terei	Terei
bup	busoa	Busoa
buq	brem	Brem
bus	bokobaru	Bokobaru
but	bungain	Bungain
buu	budu	Budu
buv	bun	Bun
buw	bubi	Bubi
bux	boghom	Boghom
buy	bullom so	Bullom So
buz	bukwen	Bukwen
bva	barein	Barein
bvb	bube	Bube
bvc	baelelea	Baelelea
bvd	baeggu	Baeggu
bve	berau malay	Berau Malay
bvf	boor	Boor
bvg	bonkeng	Bonkeng
bvh	bure	Bure
bvi	belanda viri	Belanda Viri
bvj	baan	Baan
bvk	bukat	Bukat
bvl	bolivian sign language	Bolivian Sign Language
bvm	bamunka	Bamunka
bvn	buna	Buna
bvo	bolgo	Bolgo
bvp	bumang	Bumang
bvq	birri	Birri
bvr	burarra	Burarra
bvt	bati (indonesia)	Bati (Indonesia)
bvu	bukit malay	Bukit Malay
bvv	baniva	Baniva
bvw	boga	Boga
bvx	dibole	Dibole
bvy	baybayanon	Baybayanon
bvz	bauzi	Bauzi
bwa	bwatoo	Bwatoo
bwb	namosi-naitasiri-serua	Namosi-Naitasiri-Serua
bwc	bwile	Bwile
bwd	bwaidoka	Bwaidoka
bwe	bwe karen	Bwe Karen
bwf	boselewa	Boselewa
bwg	barwe	Barwe
bwh	bishuo	Bishuo
bwi	baniwa	Baniwa
bwj	láá láá bwamu	Láá Láá Bwamu
bwk	bauwaki	Bauwaki
bwl	bwela	Bwela
bwm	biwat	Biwat
bwn	wunai bunu	Wunai Bunu
bwo	boro (ethiopia)	Boro (Ethiopia)
bwp	mandobo bawah	Mandobo Bawah
bwq	southern bobo madaré	Southern Bobo Madaré
bwr	bura-pabir	Bura-Pabir
bws	bomboma	Bomboma
bwt	bafaw-balong	Bafaw-Balong
bwu	buli (ghana)	Buli (Ghana)
bww	bwa	Bwa
bwx	bu-nao bunu	Bu-Nao Bunu
bwy	cwi bwamu	Cwi Bwamu
bwz	bwisi	Bwisi
bxa	tairaha	Tairaha
bxb	belanda bor	Belanda Bor
bxc	molengue	Molengue
bxd	pela	Pela
bxe	birale	Birale
bxf	bilur	Bilur
bxg	bangala	Bangala
bxh	buhutu	Buhutu
bxi	pirlatapa	Pirlatapa
bxj	bayungu	Bayungu
bxk	bukusu	Bukusu
bxl	jalkunan	Jalkunan
bxm	mongolia buriat	Mongolia Buriat
bxn	burduna	Burduna
bxo	barikanchi	Barikanchi
bxp	bebil	Bebil
bxq	beele	Beele
bxr	russia buriat	Russia Buriat
bxs	busam	Busam
bxu	china buriat	China Buriat
bxv	berakou	Berakou
bxw	bankagooma	Bankagooma
bxz	binahari	Binahari
bya	batak	Batak
byb	bikya	Bikya
byc	ubaghara	Ubaghara
byd	benyadu'	Benyadu'
bye	pouye	Pouye
byf	bete	Bete
byg	baygo	Baygo
byh	bhujel	Bhujel
byi	buyu	Buyu
byj	bina (nigeria)	Bina (Nigeria)
byk	biao	Biao
byl	bayono	Bayono
bym	bidjara	Bidjara
byn	bilen ; blin	Bilen ; Blin
byo	biyo	Biyo
byp	bumaji	Bumaji
byq	basay	Basay
byr	baruya	Baruya
bys	burak	Burak
byt	berti	Berti
byv	medumba	Medumba
byw	belhariya	Belhariya
byx	qaqet	Qaqet
byz	banaro	Banaro
bza	bandi	Bandi
bzb	andio	Andio
bzc	southern betsimisaraka malagasy	Southern Betsimisaraka Malagasy
bzd	bribri	Bribri
bze	jenaama bozo	Jenaama Bozo
bzf	boikin	Boikin
bzg	babuza	Babuza
bzh	mapos buang	Mapos Buang
bzi	bisu	Bisu
bzj	belize kriol english	Belize Kriol English
bzk	nicaragua creole english	Nicaragua Creole English
bzl	boano (sulawesi)	Boano (Sulawesi)
bzm	bolondo	Bolondo
bzn	boano (maluku)	Boano (Maluku)
bzo	bozaba	Bozaba
bzp	kemberano	Kemberano
bzq	buli (indonesia)	Buli (Indonesia)
bzr	biri	Biri
bzs	brazilian sign language	Brazilian Sign Language
bzt	brithenig	Brithenig
bzu	burmeso	Burmeso
bzv	naami	Naami
bzw	basa (nigeria)	Basa (Nigeria)
bzx	kelengaxo bozo	Kelengaxo Bozo
bzy	obanliku	Obanliku
bzz	evant	Evant
caa	chortí	Chortí
cab	garifuna	Garifuna
cac	chuj	Chuj
cad	caddo	Caddo
cae	lehar	Lehar
caf	southern carrier	Southern Carrier
cag	nivaclé	Nivaclé
cah	cahuarano	Cahuarano
cai	amérindiennes d'Amérique centrale, langues	Amérindiennes D'Amérique Centrale, Langues
caj	chané	Chané
cak	kaqchikel	Kaqchikel
cal	carolinian	Carolinian
cam	cèmuhi	Cèmuhi
can	chambri	Chambri
cao	chácobo	Chácobo
cap	chipaya	Chipaya
caq	car nicobarese	Car Nicobarese
car	karib ; galibi ; carib	Karib ; Galibi ; Carib
cas	tsimané	Tsimané
cat	catalan ; valencien	Catalan ; Valencien
cau	caucasiennes, langues	Caucasiennes, Langues
cav	cavineńa	Cavineńa
caw	callawalla	Callawalla
cax	chiquitano	Chiquitano
cay	cayuga	Cayuga
caz	canichana	Canichana
cbb	cabiyarí	Cabiyarí
cbc	carapana	Carapana
cbd	carijona	Carijona
cbg	chimila	Chimila
cbi	chachi	Chachi
cbj	ede cabe	Ede Cabe
cbk	chavacano	Chavacano
cbl	bualkhaw chin	Bualkhaw Chin
cbn	nyahkur	Nyahkur
cbo	izora	Izora
cbq	tsucuba	Tsucuba
cbr	cashibo-cacataibo	Cashibo-Cacataibo
cbs	cashinahua	Cashinahua
cbt	chayahuita	Chayahuita
cbu	candoshi-shapra	Candoshi-Shapra
cbv	cacua	Cacua
cbw	kinabalian	Kinabalian
cby	carabayo	Carabayo
ccc	chamicuro	Chamicuro
ccd	cafundo creole	Cafundo Creole
cce	chopi	Chopi
ccg	samba daka	Samba Daka
cch	atsam	Atsam
ccj	kasanga	Kasanga
ccl	cutchi-swahili	Cutchi-Swahili
ccm	malaccan creole malay	Malaccan Creole Malay
cco	comaltepec chinantec	Comaltepec Chinantec
ccp	chakma	Chakma
ccr	cacaopera	Cacaopera
cda	choni	Choni
cde	chenchu	Chenchu
cdf	chiru	Chiru
cdh	chambeali	Chambeali
cdi	chodri	Chodri
cdj	churahi	Churahi
cdm	chepang	Chepang
cdn	chaudangsi	Chaudangsi
cdo	min dong chinese	Min Dong Chinese
cdr	cinda-regi-tiyal	Cinda-Regi-Tiyal
cds	chadian sign language	Chadian Sign Language
cdy	chadong	Chadong
cdz	koda	Koda
cea	lower chehalis	Lower Chehalis
ceb	cebuano	Cebuano
ceg	chamacoco	Chamacoco
cek	eastern khumi chin	Eastern Khumi Chin
cel	celtiques, langues ; celtes, langues	Celtiques, Langues ; Celtes, Langues
cen	cen	Cen
ces	tchèque	Tchèque
cet	centúúm	Centúúm
cey	ekai chin	Ekai Chin
cfa	dijim-bwilim	Dijim-Bwilim
cfd	cara	Cara
cfg	como karim	Como Karim
cfm	falam chin	Falam Chin
cga	changriwa	Changriwa
cgc	kagayanen	Kagayanen
cgg	chiga	Chiga
cgk	chocangacakha	Chocangacakha
cha	chamorro	Chamorro
chb	chibcha	Chibcha
chc	catawba	Catawba
chd	highland oaxaca chontal	Highland Oaxaca Chontal
che	tchétchène	Tchétchène
chf	tabasco chontal	Tabasco Chontal
chg	djaghataï	Djaghataï
chh	chinook	Chinook
chj	ojitlán chinantec	Ojitlán Chinantec
chk	chuuk	Chuuk
chl	cahuilla	Cahuilla
chm	mari	Mari
chn	chinook, jargon	Chinook, Jargon
cho	choctaw	Choctaw
chp	chipewyan	Chipewyan
chq	quiotepec chinantec	Quiotepec Chinantec
chr	cherokee	Cherokee
cht	cholón	Cholón
chu	slavon d'église ; vieux slave ; slavon liturgique ; vieux bulgare	Slavon D'Église ; Vieux Slave ; Slavon Liturgique ; Vieux Bulgare
chv	tchouvache	Tchouvache
chw	chuwabu	Chuwabu
chx	chantyal	Chantyal
chy	cheyenne	Cheyenne
chz	ozumacín chinantec	Ozumacín Chinantec
cia	cia-cia	Cia-Cia
cib	ci gbe	Ci Gbe
cic	chickasaw	Chickasaw
cid	chimariko	Chimariko
cie	cineni	Cineni
cih	chinali	Chinali
cik	chitkuli kinnauri	Chitkuli Kinnauri
cim	cimbrian	Cimbrian
cin	cinta larga	Cinta Larga
cip	chiapanec	Chiapanec
cir	tîrî	Tîrî
ciw	chippewa	Chippewa
ciy	chaima	Chaima
cja	western cham	Western Cham
cje	chru	Chru
cjh	upper chehalis	Upper Chehalis
cji	chamalal	Chamalal
cjk	chokwe	Chokwe
cjm	eastern cham	Eastern Cham
cjn	chenapian	Chenapian
cjo	ashéninka pajonal	Ashéninka Pajonal
cjp	cabécar	Cabécar
cjs	shor	Shor
cjv	chuave	Chuave
cjy	jinyu chinese	Jinyu Chinese
ckb	central kurdish	Central Kurdish
ckh	chak	Chak
ckl	cibak	Cibak
ckm	chakavian	Chakavian
ckn	kaang chin	Kaang Chin
cko	anufo	Anufo
ckq	kajakse	Kajakse
ckr	kairak	Kairak
cks	tayo	Tayo
ckt	chukot	Chukot
cku	koasati	Koasati
ckv	kavalan	Kavalan
ckx	caka	Caka
cky	cakfem-mushere	Cakfem-Mushere
ckz	cakchiquel-quiché mixed language	Cakchiquel-Quiché Mixed Language
cla	ron	Ron
clc	chilcotin	Chilcotin
cld	chaldean neo-aramaic	Chaldean Neo-Aramaic
cle	lealao chinantec	Lealao Chinantec
clh	chilisso	Chilisso
cli	chakali	Chakali
clj	laitu chin	Laitu Chin
clk	idu-mishmi	Idu-Mishmi
cll	chala	Chala
clm	clallam	Clallam
clo	lowland oaxaca chontal	Lowland Oaxaca Chontal
clt	lautu chin	Lautu Chin
clu	caluyanun	Caluyanun
clw	chulym	Chulym
cly	eastern highland chatino	Eastern Highland Chatino
cma	maa	Maa
cmc	chames, langues	Chames, Langues
cme	cerma	Cerma
cmg	classical mongolian	Classical Mongolian
cmi	emberá-chamí	Emberá-Chamí
cml	campalagian	Campalagian
cmm	michigamea	Michigamea
cmn	mandarin chinese	Mandarin Chinese
cmo	central mnong	Central Mnong
cmr	mro-khimi chin	Mro-Khimi Chin
cms	messapic	Messapic
cmt	camtho	Camtho
cna	changthang	Changthang
cnb	chinbon chin	Chinbon Chin
cnc	côông	Côông
cng	northern qiang	Northern Qiang
cnh	hakha chin	Hakha Chin
cni	asháninka	Asháninka
cnk	khumi chin	Khumi Chin
cnl	lalana chinantec	Lalana Chinantec
cno	con	Con
cnp	northern ping chinese	Northern Ping Chinese
cnq	chung	Chung
cnr	monténégrin	Monténégrin
cns	central asmat	Central Asmat
cnt	tepetotutla chinantec	Tepetotutla Chinantec
cnu	chenoua	Chenoua
cnw	ngawn chin	Ngawn Chin
cnx	middle cornish	Middle Cornish
coa	cocos islands malay	Cocos Islands Malay
cob	chicomuceltec	Chicomuceltec
coc	cocopa	Cocopa
cod	cocama-cocamilla	Cocama-Cocamilla
coe	koreguaje	Koreguaje
cof	colorado	Colorado
cog	chong	Chong
coh	chonyi-dzihana-kauma	Chonyi-Dzihana-Kauma
coj	cochimi	Cochimi
cok	santa teresa cora	Santa Teresa Cora
col	columbia-wenatchi	Columbia-Wenatchi
com	comanche	Comanche
con	cofán	Cofán
coo	comox	Comox
cop	copte	Copte
coq	coquille	Coquille
cor	cornique	Cornique
cos	corse	Corse
cot	caquinte	Caquinte
cou	wamey	Wamey
cov	cao miao	Cao Miao
cow	cowlitz	Cowlitz
cox	nanti	Nanti
coz	chochotec	Chochotec
cpa	palantla chinantec	Palantla Chinantec
cpb	ucayali-yurúa ashéninka	Ucayali-Yurúa Ashéninka
cpc	ajyíninka apurucayali	Ajyíninka Apurucayali
cpe	créoles et pidgins basés sur l'anglais	Créoles Et Pidgins Basés Sur L'Anglais
cpf	créoles et pidgins basés sur le français	Créoles Et Pidgins Basés Sur Le Français
cpg	cappadocian greek	Cappadocian Greek
cpi	chinese pidgin english	Chinese Pidgin English
cpn	cherepon	Cherepon
cpo	kpeego	Kpeego
cpp	créoles et pidgins basés sur le portugais	Créoles Et Pidgins Basés Sur Le Portugais
cps	capiznon	Capiznon
cpu	pichis ashéninka	Pichis Ashéninka
cpx	pu-xian chinese	Pu-Xian Chinese
cpy	south ucayali ashéninka	South Ucayali Ashéninka
cqd	chuanqiandian cluster miao	Chuanqiandian Cluster Miao
cra	chara	Chara
crb	island carib	Island Carib
crc	lonwolwol	Lonwolwol
crd	coeur d'alene	Coeur D'Alene
cre	cree	Cree
crf	caramanta	Caramanta
crg	michif	Michif
crh	tatar de Crimé	Tatar De Crimé
cri	săotomense	Săotomense
crj	southern east cree	Southern East Cree
crk	plains cree	Plains Cree
crl	northern east cree	Northern East Cree
crm	moose cree	Moose Cree
crn	el nayar cora	El Nayar Cora
cro	crow	Crow
crp	créoles et pidgins	Créoles Et Pidgins
crq	iyo'wujwa chorote	Iyo'Wujwa Chorote
crr	carolina algonquian	Carolina Algonquian
crs	seselwa creole french	Seselwa Creole French
crt	iyojwa'ja chorote	Iyojwa'Ja Chorote
crv	chaura	Chaura
crw	chrau	Chrau
crx	carrier	Carrier
cry	cori	Cori
crz	cruzeńo	Cruzeńo
csa	chiltepec chinantec	Chiltepec Chinantec
csb	kachoube	Kachoube
csc	catalan sign language	Catalan Sign Language
csd	chiangmai sign language	Chiangmai Sign Language
cse	czech sign language	Czech Sign Language
csf	cuba sign language	Cuba Sign Language
csg	chilean sign language	Chilean Sign Language
csh	asho chin	Asho Chin
csi	coast miwok	Coast Miwok
csj	songlai chin	Songlai Chin
csk	jola-kasa	Jola-Kasa
csl	chinese sign language	Chinese Sign Language
csm	central sierra miwok	Central Sierra Miwok
csn	colombian sign language	Colombian Sign Language
cso	sochiapam chinantec	Sochiapam Chinantec
csp	southern ping chinese	Southern Ping Chinese
csq	croatia sign language	Croatia Sign Language
csr	costa rican sign language	Costa Rican Sign Language
css	southern ohlone	Southern Ohlone
cst	northern ohlone	Northern Ohlone
csv	sumtu chin	Sumtu Chin
csw	swampy cree	Swampy Cree
csx	cambodian sign language	Cambodian Sign Language
csy	siyin chin	Siyin Chin
csz	coos	Coos
cta	tataltepec chatino	Tataltepec Chatino
ctc	chetco	Chetco
ctd	tedim chin	Tedim Chin
cte	tepinapa chinantec	Tepinapa Chinantec
ctg	chittagonian	Chittagonian
cth	thaiphum chin	Thaiphum Chin
ctl	tlacoatzintepec chinantec	Tlacoatzintepec Chinantec
ctm	chitimacha	Chitimacha
ctn	chhintange	Chhintange
cto	emberá-catío	Emberá-Catío
ctp	western highland chatino	Western Highland Chatino
cts	northern catanduanes bikol	Northern Catanduanes Bikol
ctt	wayanad chetti	Wayanad Chetti
ctu	chol	Chol
cty	moundadan chetty	Moundadan Chetty
ctz	zacatepec chatino	Zacatepec Chatino
cua	cua	Cua
cub	cubeo	Cubeo
cuc	usila chinantec	Usila Chinantec
cuh	chuka	Chuka
cui	cuiba	Cuiba
cuj	mashco piro	Mashco Piro
cuk	san blas kuna	San Blas Kuna
cul	culina	Culina
cuo	cumanagoto	Cumanagoto
cup	cupeńo	Cupeńo
cuq	cun	Cun
cur	chhulung	Chhulung
cus	couchitiques, langues	Couchitiques, Langues
cut	teutila cuicatec	Teutila Cuicatec
cuu	tai ya	Tai Ya
cuv	cuvok	Cuvok
cuw	chukwa	Chukwa
cux	tepeuxila cuicatec	Tepeuxila Cuicatec
cuy	cuitlatec	Cuitlatec
cvg	chug	Chug
cvn	valle nacional chinantec	Valle Nacional Chinantec
cwa	kabwa	Kabwa
cwb	maindo	Maindo
cwd	woods cree	Woods Cree
cwe	kwere	Kwere
cwg	chewong	Chewong
cwt	kuwaataay	Kuwaataay
cya	nopala chatino	Nopala Chatino
cyb	cayubaba	Cayubaba
cym	gallois	Gallois
cyo	cuyonon	Cuyonon
czh	huizhou chinese	Huizhou Chinese
czk	knaanic	Knaanic
czn	zenzontepec chatino	Zenzontepec Chatino
czo	min zhong chinese	Min Zhong Chinese
czt	zotung chin	Zotung Chin
daa	dangaléat	Dangaléat
dac	dambi	Dambi
dad	marik	Marik
dae	duupa	Duupa
dag	dagbani	Dagbani
dah	gwahatike	Gwahatike
dai	day	Day
daj	dar fur daju	Dar Fur Daju
dak	dakota	Dakota
dal	dahalo	Dahalo
dam	damakawa	Damakawa
dan	danois	Danois
dao	daai chin	Daai Chin
daq	dandami maria	Dandami Maria
dar	dargwa	Dargwa
das	daho-doo	Daho-Doo
dau	dar sila daju	Dar Sila Daju
dav	taita	Taita
daw	davawenyo	Davawenyo
dax	dayi	Dayi
day	dayak, langues	Dayak, Langues
daz	dao	Dao
dba	bangime	Bangime
dbb	deno	Deno
dbd	dadiya	Dadiya
dbe	dabe	Dabe
dbf	edopi	Edopi
dbg	dogul dom dogon	Dogul Dom Dogon
dbi	doka	Doka
dbj	ida'an	Ida'An
dbl	dyirbal	Dyirbal
dbm	duguri	Duguri
dbn	duriankere	Duriankere
dbo	dulbu	Dulbu
dbp	duwai	Duwai
dbq	daba	Daba
dbr	dabarre	Dabarre
dbt	ben tey dogon	Ben Tey Dogon
dbu	bondum dom dogon	Bondum Dom Dogon
dbv	dungu	Dungu
dbw	bankan tey dogon	Bankan Tey Dogon
dby	dibiyaso	Dibiyaso
dcc	deccan	Deccan
dcr	negerhollands	Negerhollands
dda	dadi dadi	Dadi Dadi
ddd	dongotono	Dongotono
dde	doondo	Doondo
ddg	fataluku	Fataluku
ddi	west goodenough	West Goodenough
ddj	jaru	Jaru
ddn	dendi (benin)	Dendi (Benin)
ddo	dido	Dido
ddr	dhudhuroa	Dhudhuroa
dds	donno so dogon	Donno So Dogon
ddw	dawera-daweloor	Dawera-Daweloor
dec	dagik	Dagik
ded	dedua	Dedua
dee	dewoin	Dewoin
def	dezfuli	Dezfuli
deg	degema	Degema
deh	dehwari	Dehwari
dei	demisa	Demisa
dek	dek	Dek
del	delaware	Delaware
dem	dem	Dem
den	esclave (athapascan)	Esclave (Athapascan)
dep	pidgin delaware	Pidgin Delaware
deq	dendi (central african republic)	Dendi (Central African Republic)
der	deori	Deori
des	desano	Desano
deu	allemand	Allemand
dev	domung	Domung
dez	dengese	Dengese
dga	southern dagaare	Southern Dagaare
dgb	bunoge dogon	Bunoge Dogon
dgc	casiguran dumagat agta	Casiguran Dumagat Agta
dgd	dagaari dioula	Dagaari Dioula
dge	degenan	Degenan
dgg	doga	Doga
dgh	dghwede	Dghwede
dgi	northern dagara	Northern Dagara
dgk	dagba	Dagba
dgl	andaandi	Andaandi
dgn	dagoman	Dagoman
dgo	dogri (individual language)	Dogri (Individual Language)
dgr	dogrib	Dogrib
dgs	dogoso	Dogoso
dgt	ndra'ngith	Ndra'Ngith
dgw	daungwurrung	Daungwurrung
dgx	doghoro	Doghoro
dgz	daga	Daga
dhd	dhundari	Dhundari
dhg	dhangu-djangu	Dhangu-Djangu
dhi	dhimal	Dhimal
dhl	dhalandji	Dhalandji
dhm	zemba	Zemba
dhn	dhanki	Dhanki
dho	dhodia	Dhodia
dhr	dhargari	Dhargari
dhs	dhaiso	Dhaiso
dhu	dhurga	Dhurga
dhv	drehu	Drehu
dhw	dhanwar (nepal)	Dhanwar (Nepal)
dhx	dhungaloo	Dhungaloo
dia	dia	Dia
dib	south central dinka	South Central Dinka
dic	lakota dida	Lakota Dida
did	didinga	Didinga
dif	dieri	Dieri
dig	digo	Digo
dih	kumiai	Kumiai
dii	dimbong	Dimbong
dij	dai	Dai
dik	southwestern dinka	Southwestern Dinka
dil	dilling	Dilling
dim	dime	Dime
din	dinka	Dinka
dio	dibo	Dibo
dip	northeastern dinka	Northeastern Dinka
diq	dimli (individual language)	Dimli (Individual Language)
dir	dirim	Dirim
dis	dimasa	Dimasa
diu	diriku	Diriku
div	maldivien	Maldivien
diw	northwestern dinka	Northwestern Dinka
dix	dixon reef	Dixon Reef
diy	diuwe	Diuwe
diz	ding	Ding
dja	djadjawurrung	Djadjawurrung
djb	djinba	Djinba
djc	dar daju daju	Dar Daju Daju
djd	djamindjung	Djamindjung
dje	zarma	Zarma
djf	djangun	Djangun
dji	djinang	Djinang
djj	djeebbana	Djeebbana
djk	aluku / ndjuka / paramaca	Aluku / Ndjuka / Paramaca
djm	jamsay dogon	Jamsay Dogon
djn	jawoyn	Jawoyn
djo	jangkang	Jangkang
djr	djambarrpuyngu	Djambarrpuyngu
dju	kapriman	Kapriman
djw	djawi	Djawi
dka	dakpakha	Dakpakha
dkg	kadung	Kadung
dkk	dakka	Dakka
dkr	kuijau	Kuijau
dks	southeastern dinka	Southeastern Dinka
dkx	mazagway	Mazagway
dlg	dolgan	Dolgan
dlk	dahalik	Dahalik
dlm	dalmatian	Dalmatian
dln	darlong	Darlong
dma	duma	Duma
dmb	mombo dogon	Mombo Dogon
dmc	gavak	Gavak
dmd	madhi madhi	Madhi Madhi
dme	dugwor	Dugwor
dmf	medefaidrin	Medefaidrin
dmg	upper kinabatangan	Upper Kinabatangan
dmk	domaaki	Domaaki
dml	dameli	Dameli
dmm	dama	Dama
dmo	kemedzung	Kemedzung
dmr	east damar	East Damar
dms	dampelas	Dampelas
dmu	dubu	Dubu
dmv	dumpas	Dumpas
dmw	mudburra	Mudburra
dmx	dema	Dema
dmy	demta	Demta
dna	upper grand valley dani	Upper Grand Valley Dani
dnd	daonda	Daonda
dne	ndendeule	Ndendeule
dng	dungan	Dungan
dni	lower grand valley dani	Lower Grand Valley Dani
dnj	dan	Dan
dnk	dengka	Dengka
dnn	dzůůngoo	Dzůůngoo
dno	ndrulo	Ndrulo
dnr	danaru	Danaru
dnt	mid grand valley dani	Mid Grand Valley Dani
dnu	danau	Danau
dnv	danu	Danu
dnw	western dani	Western Dani
dny	dení	Dení
doa	dom	Dom
dob	dobu	Dobu
doc	northern dong	Northern Dong
doe	doe	Doe
dof	domu	Domu
doh	dong	Dong
doi	dogri	Dogri
dok	dondo	Dondo
dol	doso	Doso
don	toura (papua new guinea)	Toura (Papua New Guinea)
doo	dongo	Dongo
dop	lukpa	Lukpa
doq	dominican sign language	Dominican Sign Language
dor	dori'o	Dori'O
dos	dogosé	Dogosé
dot	dass	Dass
dov	dombe	Dombe
dow	doyayo	Doyayo
dox	bussa	Bussa
doy	dompo	Dompo
doz	dorze	Dorze
dpp	papar	Papar
dra	dravidiennes, langues	Dravidiennes, Langues
drb	dair	Dair
drc	minderico	Minderico
drd	darmiya	Darmiya
dre	dolpo	Dolpo
drg	rungus	Rungus
dri	c'lela	C'Lela
drl	paakantyi	Paakantyi
drn	west damar	West Damar
dro	daro-matu melanau	Daro-Matu Melanau
drq	dura	Dura
drs	gedeo	Gedeo
drt	drents	Drents
dru	rukai	Rukai
dry	darai	Darai
dsb	bas-sorabe	Bas-Sorabe
dse	dutch sign language	Dutch Sign Language
dsh	daasanach	Daasanach
dsi	disa	Disa
dsl	danish sign language	Danish Sign Language
dsn	dusner	Dusner
dso	desiya	Desiya
dsq	tadaksahak	Tadaksahak
dsz	mardin sign language	Mardin Sign Language
dta	daur	Daur
dtb	labuk-kinabatangan kadazan	Labuk-Kinabatangan Kadazan
dtd	ditidaht	Ditidaht
dth	adithinngithigh	Adithinngithigh
dti	ana tinga dogon	Ana Tinga Dogon
dtk	tene kan dogon	Tene Kan Dogon
dtm	tomo kan dogon	Tomo Kan Dogon
dtn	daats'i´in	Daats'I´In
dto	tommo so dogon	Tommo So Dogon
dtp	kadazan dusun	Kadazan Dusun
dtr	lotud	Lotud
dts	toro so dogon	Toro So Dogon
dtt	toro tegu dogon	Toro Tegu Dogon
